연번,참고지도,위도,경도,관리번호,수량,구_군,행정(읍_면_동),도로명_주소,설치장소명,구(지번)주소
190,다음지도,35.10827642,129.0340822,부산-8-중구-0159,1,중구,동광동,동영로10번길 16,동영로 원룸촌2,동광동5가 12-107
191,다음지도,35.10837974,129.0336982,부산-8-중구-0160,1,중구,동광동,동영로13번길 1-1,신발세탁 골목 뒤,동광동5가 13-53
192,다음지도,35.10682294,129.0293991,부산-8-중구-0161,1,중구,대청동,망양로 325,대청공영주차장 인근,대청동4가 72-294
193,다음지도,35.1032774,129.0336646,부산-8-중구-0162,1,중구,대청동,복병산길6번길 15-1,정광인쇄 앞,대청동1가 24-5
194,다음지도,35.1059307,129.0299417,부산-8-중구-0163,1,중구,대청동,대청북길 26,신아주택 옆(용해선원 일원),대청동4가 78-95
195,다음지도,35.1064598,129.0311721,부산-8-중구-0164,1,중구,대청동,중구로111번길 8,경우골드빌라 앞,대청동4가 23
196,다음지도,35.10365275,129.0311655,부산-8-중구-0165,1,중구,대청동,복병산길3번길 7-1,금산철학관 앞,대청동2가 9-5
197,다음지도,35.10426963,129.0268849,부산-8-중구-0166,1,중구,보수동,고가길 47-11,태광보수빌라 뒤편,보수동1가 60-71
198,다음지도,35.10796663,129.0250025,부산-8-중구-0167,1,중구,보수동,보수북길 53,화이트빌라 2차 앞,보수동1가 33-134
199,다음지도,35.10360289,129.0257992,부산-8-중구-0168,1,중구,보수동,흑교로46번길 9,청산서점 앞,보수동1가 104-10
200,다음지도,35.10767891,129.0240194,부산-8-중구-0169,1,중구,보수동,보동길 118,길빌라 인근,보수동1가 2-394
201,다음지도,35.10660255,129.0249304,부산-8-중구-0170,1,중구,보수동,법수길63번길 4-3,까치빌라 앞,보수동1가 41-1386
202,다음지도,35.10119042,129.0228062,부산-8-중구-0171,1,중구,부평동,보수대로 54,월로펌프 앞,부평동4가 26-8
203,다음지도,35.10078028,129.0298195,부산-8-중구-0172,1,중구,광복동,중구로34번길 18-1,바다집 앞,신창동2가 17-5
204,다음지도,35.11140697,129.0307849,부산-8-중구-0173,1,중구,영주2동,영초길 4,금호타운 앞,영주동 279-10
205,다음지도,35.10968019,129.0340704,부산-8-중구-0174,1,중구,영주2동,동영로22번길 27,늘푸른농산 아래,영주동 534-261
206,다음지도,35.10590655,129.0370197,부산-8-중구-0175,1,중구,중앙동,충장대로5번길 8,대성빌딩 옆(외환은행 부산점 주변),중앙동4가 88-6
207,다음지도,35.10202608,129.0220072,부산-8-중구-0176,1,중구,부평동,흑교로25번길 30,진주냉동설비 앞,부평동4가 37-5
208,다음지도,35.102027,129.022032,부산-8-중구-0176-1,1,중구,부평동,흑교로25번길 30,진주냉동설비 앞,부평동4가 60
209,다음지도,35.102027,129.022032,부산-8-중구-0176-2,1,중구,부평동,흑교로25번길 30,진주냉동설비 앞,부평동4가 60
210,다음지도,35.102027,129.022032,부산-8-중구-0176-3,1,중구,부평동,흑교로25번길 30,진주냉동설비 앞,부평동4가 60
211,다음지도,35.10129363,129.0279543,부산-8-중구-0177,1,중구,광복동,중구로 36,만복도기 앞,신창동4가 35-3
212,다음지도,35.09715788,129.0347708,부산-8-중구-0178,1,중구,남포동,용미길 6-2,제일상회 앞,남포동1가 60-5
213,다음지도,35.10934643,129.030328,부산-8-중구-0179,1,중구,영주2동,망양로365번길 4-2,중구노인일자리지원센터 주변,영주동 239-45
214,다음지도,35.11016608,129.0308912,부산-8-중구-0180,1,중구,영주2동,영주로 34,삼산빌라 앞,영주동 282-15
215,다음지도,35.09929036,129.0359066,부산-9-중구-0181,1,중구,동광동,해관로 6,신한은행 부산금융센터 옆,동광동1가 1-41
216,다음지도,35.09965266,129.0372726,부산-9-중구-0182,1,중구,중앙동,중앙대로30번길 8,국립수산물품관리원 부산지원 옆,중앙동6가 9-1
217,다음지도,35.10240039,129.0379934,부산-9-중구-0183,1,중구,중앙동,대교로 140,수미르공원,지번주소 없음
218,다음지도,35.10490333,129.0347051,부산-9-중구-0184,1,중구,중앙동,동광길 46,동광동주민센터 주변,중앙동4가 26-3
219,다음지도,35.10515034,129.0284447,부산-9-중구-0185,1,중구,대청동,대청북길 10,대청맨션 주변,대청동4가 75-179
220,다음지도,35.10760852,129.0284447,부산-9-중구-0186,1,중구,대청동,망양로355번길 22,금수현의 음악살롱(커뮤니티문화센터) 옆,대청3동4가 2-347
221,다음지도,35.10597099,129.0237532,부산-9-중구-0187,1,중구,보수동,흑교로 74,보수초등학교 정문,보수동1가 50-1
222,다음지도,35.10597099,129.0237532,부산-9-중구-0187-01,1,중구,보수동,흑교로 74,보수초등학교 정문,보수동1가 50-1
223,다음지도,35.10597099,129.0237532,부산-9-중구-0187-02,1,중구,보수동,흑교로 74,보수초등학교 정문,보수동1가 50-1
224,다음지도,35.10597099,129.0237532,부산-9-중구-0187-03,1,중구,보수동,흑교로 74,보수초등학교 정문,보수동1가 50-1
225,다음지도,35.10378196,129.025195,부산-9-중구-0188,1,중구,보수동,흑교로 48,중구방문건강관리센터,보수동1가 95-3
226,다음지도,35.11250249,129.0280594,부산-9-중구-0189,1,중구,영주2동,도로명주소 없음,중앙공원 공영주차장,영주동 205-4
227,다음지도,35.10757326,129.0281483,부산-9-중구-0190,1,중구,보수동,도로명주소 없음,중앙공원 해군전승비 뒤(야외헬스장),보수동1가 산3-41
228,다음지도,35.10328731,129.0271566,부산-9-중구-0191,1,중구,보수동,책방골목길 19,보수동책방골목 입구,보수동1가 145-5
229,다음지도,35.1024313,129.0263418,부산-9-중구-0192,1,중구,부평동,부평2길 65-8,월드밸리 맞은편 골목,부평동2가 8-5
230,다음지도,35.10080413,129.0257267,부산-9-중구-0193,1,중구,부평동,부평1길 27,흑산도홍어가게 골목,부평동2가 65-5
231,다음지도,35.10238763,129.0293818,부산-9-중구-0194,1,중구,광복동,광복중앙로33번길 16-7,부원인쇄 앞,신창동2가 2-6
232,다음지도,35.10057105,129.0288186,부산-9-중구-0195,1,중구,광복동,중구로30번길 9,국제시장 아리랑거리,신창동3가 25
233,다음지도,35.09958059,129.029214,부산-9-중구-0196,1,중구,광복동,광복로39번길 3-1,창선우체국 뒤,창선동2가 5
234,다음지도,35.098072,129.0321194,부산-9-중구-0197,1,중구,남포동,구덕로 34,대동약국 맞은편,남포동4가 1-8
235,다음지도,35.11517987,129.0341134,부산-9-중구-0198,1,중구,영주1동,영초길 135-5,초원아파트 계단아래쪽(3동),영주동 2
236,다음지도,35.11539019,129.0337307,부산-9-중구-0199,1,중구,영주1동,영초길 135-9,초원아파트 계단위쪽(1동),영주동 2-78
237,다음지도,35.11488534,129.0332054,부산-9-중구-0200,1,중구,영주1동,도로명주소 없음,동남파크맨션 앞 교차로,영주동 71-1
238,다음지도,35.1124415,129.0362895,부산-9-중구-0201,1,중구,영주1동,대영로 235,제일약국 뒷골목,영주동 23-3
239,다음지도,35.10959387,129.0362589,부산-9-중구-0202,1,중구,영주1동,중구로172번길 17,하얀아파트 앞,영주동 728-3
240,다음지도,35.11090091,129.0342269,부산-9-중구-0203,1,중구,영주1동,중구로181번길 2,부강빌라 주변,영주동 525-29
241,다음지도,35.11187201,129.0297801,부산-9-중구-0204,1,중구,영주2동,영주로 65,금호아파트-동아아파트 사이 계단,영주동 295
242,다음지도,35.10861167,129.0303051,부산-9-중구-0205,1,중구,대청동,망양로355번길 6-9,중앙공원 게이트볼장 입구,영주동 376-16
243,다음지도,35.1086292,129.0299985,부산-9-중구-0206,1,중구,대청동,도로명주소 없음,중앙공원 게이트볼장 아래(야외헬스장),대청동4가 1-1
244,다음지도,35.11005726,129.0315624,부산-9-중구-0207,1,중구,영주2동,영주로 24,부산명성유치원 정문,영주동 2929-6
245,다음지도,35.1047053,129.0290217,부산-9-중구-0207-01,1,중구,영주1동,영주로24번길 5-1,명성어린이집 정문,영주동 284-3
246,다음지도,35.1047053,129.0290217,부산-9-중구-0207-02,1,중구,영주1동,영주로24번길 5-1,명성어린이집 정문,영주동 284-3
247,다음지도,35.1047053,129.0290217,부산-9-중구-0207-03,1,중구,영주1동,영주로24번길 5-1,명성어린이집 정문,영주동 284-3
248,다음지도,35.10349368,129.0340675,부산-9-중구-0208,1,중구,동광동,동광길 13,문화당인재사,동광동4가 25-7
249,다음지도,35.1047053,129.0290217,부산-9-중구-0209,1,중구,대청동,중구로75번길 12,대청맨션 입구,대청동4가 81-68
250,다음지도,35.10612055,129.0216505,부산-9-중구-0210,1,중구,보수동,보수대로 116-1,성진상사 앞,보수동3가 1-1
251,다음지도,35.09787715,129.034065,부산-9-중구-0211,1,중구,남포동,구덕로 12-1,캠프아웃도어 앞,남포동1가 11
252,다음지도,35.09736621,129.0351104,부산-9-중구-0212,1,중구,남포동,구덕로 3-16,백성사세탁 앞,남포동1가 58-1
253,다음지도,35.1147542,129.0300496,부산-9-중구-0213,1,중구,영주2동,망양로 435,시민아파트 4호동,영주동 산1-200
254,다음지도,35.11013,129.03941,부산-10-중구-0214,1,중구,중앙동,중앙대로 148번길 13,부산지방보훈청,중앙동4가 91
255,다음지도,35.10538,129.03145,부산-10-중구-0215,1,중구,대청동,중구로 99,봉생복지문화관 앞,대청동1가 3-1
256,다음지도,35.09806,129.02552,부산-10-중구-0216,1,중구,남포동,보수대로14,GS25(남포제일점),남포동6가 117-1
257,다음지도,35.10489,129.0235,부산-10-중구-0217,1,중구,보수동,보수대로124번길49,가온디자인 앞,보수동2가 119
258,다음지도,35.10847,129.02478,부산-10-중구-0218,1,중구,보수동,보수대로 144번길 20-4,와글와글 사랑방 골목,보수동1가 2-12
259,다음지도,35.10548,129.02987,부산-11-중구-0219,1,중구,대청동,대청북길16번길8,동림맨션앞,대청동4가 78-76
260,다음지도,35.10948,129.03061,부산-11-중구-0220,1,중구,영주2동,망양로 369,청운아파트 버스정류장옆,영주동 239-27
261,다음지도,35.10948,129.03061,부산-11-중구-0220-01,1,중구,영주2동,망양로 369,청운아파트 버스정류장옆,영주동 239-27
262,다음지도,35.10839,129.03512,부산-11-중구-0221,1,중구,동광동,중구로 148,코모도호텔 맞은편,동광동5가 3-175
263,다음지도,35.09954,129.02577,부산-11-중구-0222,1,중구,부평동,광복로 6-1,토리고야 맞은편,부평동2가 33-7
264,다음지도,35.10649,129.0231,부산-11-중구-0223,1,중구,보수동,흑교로 81번길 4,한양스토어 옆,보수동2가 45
265,다음지도,35.10393,129.03519,부산-11-중구-0224,1,중구,중앙동,대청로 141번길 18-3,또따또가 옆,중앙동4가 36-17
266,다음지도,35.10393,129.03519,부산-11-중구-0224-01,2,중구,중앙동,대청로 141번길 18-3,또따또가 옆,중앙동4가 36-17
267,다음지도,35.10393,129.03519,부산-11-중구-0224-02,,중구,중앙동,대청로 141번길 18-3,또따또가 옆,중앙동4가 36-17
268,다음지도,35.1023,129.02585,부산-11-중구-0225,1,중구,부평동,부평1길 59,부평야시장 입구,부평동2가 76-1
269,다음지도,35.10214,129.02795,부산-11-중구-0226,1,중구,광복동,중구로 46,형제문구상가 앞,신창동4가 41-3
270,다음지도,35.10262,129.02456,부산-11-중구-0227,1,중구,부평동,흑교로35번길 7,금강장 앞,부평동3가 76-1
271,다음지도,35.10038,129.03787,부산-11-중구-0228,1,중구,중앙동,대교로 116,후생식당 앞,중앙동6가 8
272,다음지도,35.09967,129.03349,부산-12-중구-0229,1,중구,중앙동,용두산길 37-18,용두산공원 체육공원 내,동광동2가 17-6
273,다음지도,35.10563,129.02287,부산-12-중구-0230,3,중구,보수동,보수대로124번길 25-2,CU보수원룸점 앞,보수동2가 63-6
274,다음지도,35.10563,129.02287,부산-12-중구-0230-01,,중구,보수동,보수대로124번길 25-2,CU보수원룸점 앞,보수동2가 63-6
275,다음지도,35.10563,129.02287,부산-12-중구-0230-02,,중구,보수동,보수대로124번길 25-2,CU보수원룸점 앞,보수동2가 63-6
276,다음지도,35.09723,129.03373,부산-12-중구-0231,3,중구,남포동,용미길10번길 11,동윤상회 앞 골목,남포동1가 62-12
277,다음지도,35.09723,129.03373,부산-12-중구-0231-01,,중구,남포동,용미길10번길 11,동윤상회 앞 골목,남포동1가 62-12
278,다음지도,35.09723,129.03373,부산-12-중구-0231-02,,중구,남포동,용미길10번길 11,동윤상회 앞 골목,남포동1가 62-12
279,다음지도,35.102796,129.022088,부산-13-중구-0232-1,1,중구,부평동,대청로 22,향원부평타워 앞,부평동4가 60
280,다음지도,35.102796,129.022088,부산-13-중구-0232-2,1,중구,부평동,대청로 22,향원부평타워 앞,부평동4가 60
281,다음지도,35.102796,129.022088,부산-13-중구-0232-3,1,중구,부평동,대청로 22,향원부평타워 앞,부평동4가 60
282,다음지도,35.102796,129.022088,부산-13-중구-0232-4,1,중구,부평동,대청로 22,향원부평타워 앞,부평동4가 60
283,다음지도,35.112491,129.03316,부산-13-중구-0233-0,1,중구,영주2동,동영로86번길 12,희영빌라 앞,영주동 775-20
284,다음지도,35.112491,129.03316,부산-13-중구-0233-1,1,중구,영주2동,동영로86번길 12,희영빌라 앞,영주동 775-20
285,다음지도,25.113508,129.032069,부산-13-중구-0234-0,1,중구,영주1동,동영로73번길 57,영주아파트 앞,영주동 295
286,다음지도,25.113508,129.032069,부산-13-중구-0234-1,1,중구,영주1동,동영로73번길 57,영주아파트 앞,영주동 295
287,다음지도,25.113508,129.032069,부산-13-중구-0234-2,1,중구,영주1동,동영로73번길 57,영주아파트 앞,영주동 295
288,다음지도,35.105125,129.027563,부산-13-중구-0235-1,1,중구,보수동,고가길 72,대청가스 앞,보수동1가 60-315
289,다음지도,35.105125,129.027563,부산-13-중구-0235-2,1,중구,보수동,고가길 72,대청가스 앞,보수동1가 60-315
290,다음지도,35.107225,129.023216,부산-13-중구-0236-1,1,중구,보수동,보수대로140번길 21-1,미소지음 뒷골목,보수동1가 16-115
291,다음지도,35.107225,129.023216,부산-13-중구-0236-2,1,중구,보수동,보수대로140번길 21-1,미소지음 뒷골목,보수동1가 16-115
292,다음지도,35.107225,129.023216,부산-13-중구-0236-3,1,중구,보수동,보수대로140번길 21-1,미소지음 뒷골목,보수동1가 16-115
293,다음지도,35.104604,129.024298,부산-13-중구-0237-0,1,중구,부평동,흑교로59번길 6,물꽁식당 앞,보수동2가 84-16
294,다음지도,35.110661,129.033634,부산-13-중구-0238-1,1,중구,영주1동,중구로181번길 16,인화아트빌 1차 앞,영주동 526-42
295,다음지도,35.110661,129.033634,부산-13-중구-0238-2,1,중구,영주1동,중구로181번길 16,인화아트빌 1차 앞,영주동 526-42
296,다음지도,35.114328,129.029734,부산-13-중구-0239-0,1,중구,영주1동,중앙공원로 107,시니어빌 앞,영주동 68-5
297,다음지도,35.114328,129.029734,부산-13-중구-0239-1,1,중구,영주1동,중앙공원로 107,시니어빌 앞,영주동 68-5
298,다음지도,35.114328,129.029734,부산-13-중구-0239-2,1,중구,영주1동,중앙공원로 107,시니어빌 앞,영주동 68-5
299,다음지도,35.115058,129.031496,부산-13-중구-0240-1,1,중구,영주1동,영주로 17,시민아파트 버스정류장,영주동 1-89
300,다음지도,35.115058,129.031496,부산-13-중구-0240-2,1,중구,영주1동,영주로 17,시민아파트 버스정류장,영주동 1-89
301,다음지도,35.101072,129.034524,부산-14-중구-0241-1,1,중구,중앙동,백산길 20,참치사랑,동광동3가 18-1
302,다음지도,35.101072,129.034524,부산-14-중구-0241-2,1,중구,중앙동,백산길 20,참치사랑,동광동3가 18-1
303,다음지도,35.101862,129.034732,부산-14-중구-0242,1,중구,중앙동,백산길 13,백경앞,동광동3가 48
304,다음지도,35.110187,129.038694,부산-14-중구-0243-1,1,중구,영주1동,충장대로9번길 55,세븐일레븐_중앙센터점,중앙동4가 91
